comparison,seed,stage,metric,delta_pp
S-M-CB minus A-CB,1994,5,tail_post_base_macro_recall,50.0
S-M-CB minus A-CB,1995,0,balanced_accuracy,1.8046095861734273
S-M-CB minus A-CB,1995,0,tail_rank8_macro_recall,0.0
S-M-CB minus A-CB,1995,0,head_rank8_macro_recall,0.6283377172007079
S-M-CB minus A-CB,1995,0,middle_rank7_macro_recall,4.18931475029035
S-M-CB minus A-CB,1995,0,old_macro_recall,
S-M-CB minus A-CB,1995,0,current_macro_recall,1.8046095861734273
S-M-CB minus A-CB,1995,0,HM_old_current_macro,
S-M-CB minus A-CB,1995,0,base_macro_recall,1.8046095861734273
S-M-CB minus A-CB,1995,0,post_base_macro_recall,
S-M-CB minus A-CB,1995,0,old_tail_macro_recall,
S-M-CB minus A-CB,1995,0,current_tail_macro_recall,0.0
S-M-CB minus A-CB,1995,0,tail_base_macro_recall,0.0
S-M-CB minus A-CB,1995,0,tail_post_base_macro_recall,
S-M-CB minus A-CB,1995,1,balanced_accuracy,1.3597253017984912
S-M-CB minus A-CB,1995,1,tail_rank8_macro_recall,0.0
S-M-CB minus A-CB,1995,1,head_rank8_macro_recall,0.15625
S-M-CB minus A-CB,1995,1,middle_rank7_macro_recall,3.2951465878295068
S-M-CB minus A-CB,1995,1,old_macro_recall,0.9861632270168883
S-M-CB minus A-CB,1995,1,current_macro_recall,3.787878787878789
S-M-CB minus A-CB,1995,1,HM_old_current_macro,4.688891684234175
S-M-CB minus A-CB,1995,1,base_macro_recall,0.9861632270168883
S-M-CB minus A-CB,1995,1,post_base_macro_recall,3.787878787878789
S-M-CB minus A-CB,1995,1,old_tail_macro_recall,0.0
S-M-CB minus A-CB,1995,1,current_tail_macro_recall,0.0
S-M-CB minus A-CB,1995,1,tail_base_macro_recall,0.0
S-M-CB minus A-CB,1995,1,tail_post_base_macro_recall,0.0
S-M-CB minus A-CB,1995,2,balanced_accuracy,0.9681423545462593
S-M-CB minus A-CB,1995,2,tail_rank8_macro_recall,-0.297619047619051
S-M-CB minus A-CB,1995,2,head_rank8_macro_recall,0.13071895424836555
S-M-CB minus A-CB,1995,2,middle_rank7_macro_recall,2.9317565902931904
S-M-CB minus A-CB,1995,2,old_macro_recall,2.0496089542000604
S-M-CB minus A-CB,1995,2,current_macro_recall,-7.142857142857153
S-M-CB minus A-CB,1995,2,HM_old_current_macro,-1.4405681443585365
S-M-CB minus A-CB,1995,2,base_macro_recall,1.6656327093916872
S-M-CB minus A-CB,1995,2,post_base_macro_recall,-1.2987012987013031
S-M-CB minus A-CB,1995,2,old_tail_macro_recall,2.5
S-M-CB minus A-CB,1995,2,current_tail_macro_recall,-14.285714285714292
S-M-CB minus A-CB,1995,2,tail_base_macro_recall,3.125
S-M-CB minus A-CB,1995,2,tail_post_base_macro_recall,-7.142857142857146
S-M-CB minus A-CB,1995,3,balanced_accuracy,1.7529968975477317
S-M-CB minus A-CB,1995,3,tail_rank8_macro_recall,0.952380952380949
S-M-CB minus A-CB,1995,3,head_rank8_macro_recall,0.10416666666665719
S-M-CB minus A-CB,1995,3,middle_rank7_macro_recall,3.8525221913029952
S-M-CB minus A-CB,1995,3,old_macro_recall,1.959231826671001
S-M-CB minus A-CB,1995,3,current_macro_recall,0.0
S-M-CB minus A-CB,1995,3,HM_old_current_macro,1.1325836109006104
S-M-CB minus A-CB,1995,3,base_macro_recall,3.1947730214242256
S-M-CB minus A-CB,1995,3,post_base_macro_recall,-1.3708513708513692
S-M-CB minus A-CB,1995,3,old_tail_macro_recall,0.952380952380949
S-M-CB minus A-CB,1995,3,current_tail_macro_recall,
S-M-CB minus A-CB,1995,3,tail_base_macro_recall,5.0
S-M-CB minus A-CB,1995,3,tail_post_base_macro_recall,-7.142857142857146
S-M-CB minus A-CB,1995,4,balanced_accuracy,2.8686509191876226
S-M-CB minus A-CB,1995,4,tail_rank8_macro_recall,4.387755102040813
S-M-CB minus A-CB,1995,4,head_rank8_macro_recall,0.7995733035542116
S-M-CB minus A-CB,1995,4,middle_rank7_macro_recall,3.4186243519678357
S-M-CB minus A-CB,1995,4,old_macro_recall,1.7272329936156652
S-M-CB minus A-CB,1995,4,current_macro_recall,13.712121212121211
S-M-CB minus A-CB,1995,4,HM_old_current_macro,9.33608847936528
S-M-CB minus A-CB,1995,4,base_macro_recall,2.942029146837058
S-M-CB minus A-CB,1995,4,post_base_macro_recall,2.7494112992572894
S-M-CB minus A-CB,1995,4,old_tail_macro_recall,0.952380952380949
S-M-CB minus A-CB,1995,4,current_tail_macro_recall,25.0
S-M-CB minus A-CB,1995,4,tail_base_macro_recall,5.0
S-M-CB minus A-CB,1995,4,tail_post_base_macro_recall,3.5714285714285694
S-M-CB minus A-CB,1995,5,balanced_accuracy,3.477314711817968
S-M-CB minus A-CB,1995,5,tail_rank8_macro_recall,3.839285714285708
S-M-CB minus A-CB,1995,5,head_rank8_macro_recall,1.2791146566788285
S-M-CB minus A-CB,1995,5,middle_rank7_macro_recall,5.575862200585256
S-M-CB minus A-CB,1995,5,old_macro_recall,3.7767415097688897
S-M-CB minus A-CB,1995,5,current_macro_recall,0.3333333333333286
S-M-CB minus A-CB,1995,5,HM_old_current_macro,2.80373511450496
S-M-CB minus A-CB,1995,5,base_macro_recall,3.842768563680565
S-M-CB minus A-CB,1995,5,post_base_macro_recall,3.002224704396575
S-M-CB minus A-CB,1995,5,old_tail_macro_recall,4.387755102040813
S-M-CB minus A-CB,1995,5,current_tail_macro_recall,0.0
S-M-CB minus A-CB,1995,5,tail_base_macro_recall,5.0
S-M-CB minus A-CB,1995,5,tail_post_base_macro_recall,2.6785714285714235
S-J-CB minus S-M-CB,1993,0,balanced_accuracy,0.927580536677695
S-J-CB minus S-M-CB,1993,0,tail_rank8_macro_recall,3.125
S-J-CB minus S-M-CB,1993,0,head_rank8_macro_recall,-0.36648235823957975
S-J-CB minus S-M-CB,1993,0,middle_rank7_macro_recall,0.34773969200197996
S-J-CB minus S-M-CB,1993,0,old_macro_recall,
S-J-CB minus S-M-CB,1993,0,current_macro_recall,0.927580536677695
S-J-CB minus S-M-CB,1993,0,HM_old_current_macro,
S-J-CB minus S-M-CB,1993,0,base_macro_recall,0.927580536677695
S-J-CB minus S-M-CB,1993,0,post_base_macro_recall,
S-J-CB minus S-M-CB,1993,0,old_tail_macro_recall,
S-J-CB minus S-M-CB,1993,0,current_tail_macro_recall,3.125
S-J-CB minus S-M-CB,1993,0,tail_base_macro_recall,3.125
S-J-CB minus S-M-CB,1993,0,tail_post_base_macro_recall,
S-J-CB minus S-M-CB,1993,1,balanced_accuracy,0.14876273484364333
S-J-CB minus S-M-CB,1993,1,tail_rank8_macro_recall,3.125
S-J-CB minus S-M-CB,1993,1,head_rank8_macro_recall,-0.4127251975228603
S-J-CB minus S-M-CB,1993,1,middle_rank7_macro_recall,-1.558441558441558
S-J-CB minus S-M-CB,1993,1,old_macro_recall,0.17164930943499712
S-J-CB minus S-M-CB,1993,1,current_macro_recall,0.0
S-J-CB minus S-M-CB,1993,1,HM_old_current_macro,0.11472396065835255
S-J-CB minus S-M-CB,1993,1,base_macro_recall,0.17164930943499712
S-J-CB minus S-M-CB,1993,1,post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1993,1,old_tail_macro_recall,3.125
S-J-CB minus S-M-CB,1993,1,current_tail_macro_recall,
S-J-CB minus S-M-CB,1993,1,tail_base_macro_recall,3.125
S-J-CB minus S-M-CB,1993,1,tail_post_base_macro_recall,
S-J-CB minus S-M-CB,1993,2,balanced_accuracy,0.9156871530439901
S-J-CB minus S-M-CB,1993,2,tail_rank8_macro_recall,2.5
S-J-CB minus S-M-CB,1993,2,head_rank8_macro_recall,-0.2644787407338782
S-J-CB minus S-M-CB,1993,2,middle_rank7_macro_recall,0.983606557377044
S-J-CB minus S-M-CB,1993,2,old_macro_recall,1.0377787734498582
S-J-CB minus S-M-CB,1993,2,current_macro_recall,0.0
S-J-CB minus S-M-CB,1993,2,HM_old_current_macro,0.32815941620756206
S-J-CB minus S-M-CB,1993,2,base_macro_recall,1.1974370462883002
S-J-CB minus S-M-CB,1993,2,post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1993,2,old_tail_macro_recall,3.125
S-J-CB minus S-M-CB,1993,2,current_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1993,2,tail_base_macro_recall,3.125
S-J-CB minus S-M-CB,1993,2,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1993,3,balanced_accuracy,0.746900134892222
S-J-CB minus S-M-CB,1993,3,tail_rank8_macro_recall,1.7857142857142883
S-J-CB minus S-M-CB,1993,3,head_rank8_macro_recall,-0.2661848371852358
S-J-CB minus S-M-CB,1993,3,middle_rank7_macro_recall,0.7108792846497778
S-J-CB minus S-M-CB,1993,3,old_macro_recall,0.834770738997193
S-J-CB minus S-M-CB,1993,3,current_macro_recall,0.0
S-J-CB minus S-M-CB,1993,3,HM_old_current_macro,0.0
S-J-CB minus S-M-CB,1993,3,base_macro_recall,0.9634181458681468
S-J-CB minus S-M-CB,1993,3,post_base_macro_recall,0.27777777777777146
S-J-CB minus S-M-CB,1993,3,old_tail_macro_recall,2.5
S-J-CB minus S-M-CB,1993,3,current_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1993,3,tail_base_macro_recall,3.125
S-J-CB minus S-M-CB,1993,3,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1993,4,balanced_accuracy,-0.20281769232730795
S-J-CB minus S-M-CB,1993,4,tail_rank8_macro_recall,-1.071428571428573
S-J-CB minus S-M-CB,1993,4,head_rank8_macro_recall,-0.4797849112140682
S-J-CB minus S-M-CB,1993,4,middle_rank7_macro_recall,1.1798512918065143
S-J-CB minus S-M-CB,1993,4,old_macro_recall,-0.23373630108903853
S-J-CB minus S-M-CB,1993,4,current_macro_recall,0.09090909090909349
S-J-CB minus S-M-CB,1993,4,HM_old_current_macro,-0.03254006786914232
S-J-CB minus S-M-CB,1993,4,base_macro_recall,-0.5980248503095993
S-J-CB minus S-M-CB,1993,4,post_base_macro_recall,0.43939393939393767
S-J-CB minus S-M-CB,1993,4,old_tail_macro_recall,-1.071428571428573
S-J-CB minus S-M-CB,1993,4,current_tail_macro_recall,
S-J-CB minus S-M-CB,1993,4,tail_base_macro_recall,-1.875
S-J-CB minus S-M-CB,1993,4,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1993,5,balanced_accuracy,0.029158154865029928
S-J-CB minus S-M-CB,1993,5,tail_rank8_macro_recall,-0.9375
S-J-CB minus S-M-CB,1993,5,head_rank8_macro_recall,-0.30218172883378713
S-J-CB minus S-M-CB,1993,5,middle_rank7_macro_recall,1.5125844846522867
S-J-CB minus S-M-CB,1993,5,old_macro_recall,0.07407587210038713
S-J-CB minus S-M-CB,1993,5,current_macro_recall,-0.4424778761061816
S-J-CB minus S-M-CB,1993,5,HM_old_current_macro,-0.0710075806275654
S-J-CB minus S-M-CB,1993,5,base_macro_recall,-0.12509422059308406
S-J-CB minus S-M-CB,1993,5,post_base_macro_recall,0.22968624296057527
S-J-CB minus S-M-CB,1993,5,old_tail_macro_recall,-1.071428571428573
S-J-CB minus S-M-CB,1993,5,current_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1993,5,tail_base_macro_recall,-1.875
S-J-CB minus S-M-CB,1993,5,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1994,0,balanced_accuracy,0.6970419638139163
S-J-CB minus S-M-CB,1994,0,tail_rank8_macro_recall,0.0
S-J-CB minus S-M-CB,1994,0,head_rank8_macro_recall,-0.9352381297047003
S-J-CB minus S-M-CB,1994,0,middle_rank7_macro_recall,4.267499349466561
S-J-CB minus S-M-CB,1994,0,old_macro_recall,
S-J-CB minus S-M-CB,1994,0,current_macro_recall,0.6970419638139163
S-J-CB minus S-M-CB,1994,0,HM_old_current_macro,
S-J-CB minus S-M-CB,1994,0,base_macro_recall,0.6970419638139163
S-J-CB minus S-M-CB,1994,0,post_base_macro_recall,
S-J-CB minus S-M-CB,1994,0,old_tail_macro_recall,
S-J-CB minus S-M-CB,1994,0,current_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1994,0,tail_base_macro_recall,0.0
S-J-CB minus S-M-CB,1994,0,tail_post_base_macro_recall,
S-J-CB minus S-M-CB,1994,1,balanced_accuracy,0.34130559685942785
S-J-CB minus S-M-CB,1994,1,tail_rank8_macro_recall,0.0
S-J-CB minus S-M-CB,1994,1,head_rank8_macro_recall,-0.8808451141836144
S-J-CB minus S-M-CB,1994,1,middle_rank7_macro_recall,3.1746031746031775
S-J-CB minus S-M-CB,1994,1,old_macro_recall,0.4876227806164124
S-J-CB minus S-M-CB,1994,1,current_macro_recall,-0.6097560975609753
S-J-CB minus S-M-CB,1994,1,HM_old_current_macro,0.1737411033541747
S-J-CB minus S-M-CB,1994,1,base_macro_recall,0.4876227806164124
S-J-CB minus S-M-CB,1994,1,post_base_macro_recall,-0.6097560975609753
S-J-CB minus S-M-CB,1994,1,old_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1994,1,current_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1994,1,tail_base_macro_recall,0.0
S-J-CB minus S-M-CB,1994,1,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1994,2,balanced_accuracy,1.8891376262342163
S-J-CB minus S-M-CB,1994,2,tail_rank8_macro_recall,2.5
S-J-CB minus S-M-CB,1994,2,head_rank8_macro_recall,-0.743492286544182
S-J-CB minus S-M-CB,1994,2,middle_rank7_macro_recall,3.958200269675686
S-J-CB minus S-M-CB,1994,2,old_macro_recall,1.939002441045261
S-J-CB minus S-M-CB,1994,2,current_macro_recall,1.5151515151515156
S-J-CB minus S-M-CB,1994,2,HM_old_current_macro,1.765504052899587
S-J-CB minus S-M-CB,1994,2,base_macro_recall,2.331119139292362
S-J-CB minus S-M-CB,1994,2,post_base_macro_recall,0.45269770879528437
S-J-CB minus S-M-CB,1994,2,old_tail_macro_recall,2.857142857142854
S-J-CB minus S-M-CB,1994,2,current_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1994,2,tail_base_macro_recall,3.3333333333333286
S-J-CB minus S-M-CB,1994,2,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1994,3,balanced_accuracy,1.5310452611254703
S-J-CB minus S-M-CB,1994,3,tail_rank8_macro_recall,2.5
S-J-CB minus S-M-CB,1994,3,head_rank8_macro_recall,-0.0723249270709374
S-J-CB minus S-M-CB,1994,3,middle_rank7_macro_recall,1.904761904761898
S-J-CB minus S-M-CB,1994,3,old_macro_recall,1.5150898016500207
S-J-CB minus S-M-CB,1994,3,current_macro_recall,1.6666666666666714
S-J-CB minus S-M-CB,1994,3,HM_old_current_macro,1.6043860460749073
S-J-CB minus S-M-CB,1994,3,base_macro_recall,2.075079909474809
S-J-CB minus S-M-CB,1994,3,post_base_macro_recall,0.35230352303523205
S-J-CB minus S-M-CB,1994,3,old_tail_macro_recall,2.5
S-J-CB minus S-M-CB,1994,3,current_tail_macro_recall,
S-J-CB minus S-M-CB,1994,3,tail_base_macro_recall,3.3333333333333357
S-J-CB minus S-M-CB,1994,3,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1994,4,balanced_accuracy,1.603962575186415
S-J-CB minus S-M-CB,1994,4,tail_rank8_macro_recall,2.5
S-J-CB minus S-M-CB,1994,4,head_rank8_macro_recall,-0.6198972206137796
S-J-CB minus S-M-CB,1994,4,middle_rank7_macro_recall,2.486085343228183
S-J-CB minus S-M-CB,1994,4,old_macro_recall,1.5176173279173497
S-J-CB minus S-M-CB,1994,4,current_macro_recall,2.4242424242424363
S-J-CB minus S-M-CB,1994,4,HM_old_current_macro,2.0558674578348075
S-J-CB minus S-M-CB,1994,4,base_macro_recall,1.8823917589841344
S-J-CB minus S-M-CB,1994,4,post_base_macro_recall,1.1515151515151558
S-J-CB minus S-M-CB,1994,4,old_tail_macro_recall,2.5
S-J-CB minus S-M-CB,1994,4,current_tail_macro_recall,
S-J-CB minus S-M-CB,1994,4,tail_base_macro_recall,3.3333333333333286
S-J-CB minus S-M-CB,1994,4,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1994,5,balanced_accuracy,-0.019733768572294252
S-J-CB minus S-M-CB,1994,5,tail_rank8_macro_recall,0.0
S-J-CB minus S-M-CB,1994,5,head_rank8_macro_recall,-0.5284476061371208
S-J-CB minus S-M-CB,1994,5,middle_rank7_macro_recall,0.539100595990611
S-J-CB minus S-M-CB,1994,5,old_macro_recall,0.037042765905894726
S-J-CB minus S-M-CB,1994,5,current_macro_recall,-0.6158873805932643
S-J-CB minus S-M-CB,1994,5,HM_old_current_macro,-0.1959588847502971
S-J-CB minus S-M-CB,1994,5,base_macro_recall,-0.02237014577777785
S-J-CB minus S-M-CB,1994,5,post_base_macro_recall,-0.016306478205109443
S-J-CB minus S-M-CB,1994,5,old_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1994,5,current_tail_macro_recall,
S-J-CB minus S-M-CB,1994,5,tail_base_macro_recall,0.0
S-J-CB minus S-M-CB,1994,5,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1995,0,balanced_accuracy,-0.606135156888385
S-J-CB minus S-M-CB,1995,0,tail_rank8_macro_recall,0.0
S-J-CB minus S-M-CB,1995,0,head_rank8_macro_recall,0.0071486928104604885
S-J-CB minus S-M-CB,1995,0,middle_rank7_macro_recall,-1.5816703621581496
S-J-CB minus S-M-CB,1995,0,old_macro_recall,
S-J-CB minus S-M-CB,1995,0,current_macro_recall,-0.606135156888385
S-J-CB minus S-M-CB,1995,0,HM_old_current_macro,
S-J-CB minus S-M-CB,1995,0,base_macro_recall,-0.606135156888385
S-J-CB minus S-M-CB,1995,0,post_base_macro_recall,
S-J-CB minus S-M-CB,1995,0,old_tail_macro_recall,
S-J-CB minus S-M-CB,1995,0,current_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1995,0,tail_base_macro_recall,0.0
S-J-CB minus S-M-CB,1995,0,tail_post_base_macro_recall,
S-J-CB minus S-M-CB,1995,1,balanced_accuracy,0.7899976571066958
S-J-CB minus S-M-CB,1995,1,tail_rank8_macro_recall,4.0
S-J-CB minus S-M-CB,1995,1,head_rank8_macro_recall,0.17054738562090677
S-J-CB minus S-M-CB,1995,1,middle_rank7_macro_recall,-1.4720374476472102
S-J-CB minus S-M-CB,1995,1,old_macro_recall,1.261186107850392
S-J-CB minus S-M-CB,1995,1,current_macro_recall,-2.27272727272727
S-J-CB minus S-M-CB,1995,1,HM_old_current_macro,-2.6012661725877706
S-J-CB minus S-M-CB,1995,1,base_macro_recall,1.261186107850392
S-J-CB minus S-M-CB,1995,1,post_base_macro_recall,-2.27272727272727
S-J-CB minus S-M-CB,1995,1,old_tail_macro_recall,5.0
S-J-CB minus S-M-CB,1995,1,current_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1995,1,tail_base_macro_recall,5.0
S-J-CB minus S-M-CB,1995,1,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1995,2,balanced_accuracy,0.11972835296332107
S-J-CB minus S-M-CB,1995,2,tail_rank8_macro_recall,1.25
S-J-CB minus S-M-CB,1995,2,head_rank8_macro_recall,0.0009418841846695614
S-J-CB minus S-M-CB,1995,2,middle_rank7_macro_recall,-0.9115545700911696
S-J-CB minus S-M-CB,1995,2,old_macro_recall,0.22061782337965496
S-J-CB minus S-M-CB,1995,2,current_macro_recall,-0.6369426751592329
S-J-CB minus S-M-CB,1995,2,HM_old_current_macro,-0.13096072617240395
S-J-CB minus S-M-CB,1995,2,base_macro_recall,0.48765926007675375
S-J-CB minus S-M-CB,1995,2,post_base_macro_recall,-1.0760470951553742
S-J-CB minus S-M-CB,1995,2,old_tail_macro_recall,1.5
S-J-CB minus S-M-CB,1995,2,current_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1995,2,tail_base_macro_recall,1.875
S-J-CB minus S-M-CB,1995,2,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1995,3,balanced_accuracy,-0.417619076844133
S-J-CB minus S-M-CB,1995,3,tail_rank8_macro_recall,0.0
S-J-CB minus S-M-CB,1995,3,head_rank8_macro_recall,0.0055506986941935565
S-J-CB minus S-M-CB,1995,3,middle_rank7_macro_recall,-1.1382952360290943
S-J-CB minus S-M-CB,1995,3,old_macro_recall,-0.7560467792308145
S-J-CB minus S-M-CB,1995,3,current_macro_recall,2.4590163934426243
S-J-CB minus S-M-CB,1995,3,HM_old_current_macro,0.6039323909834735
S-J-CB minus S-M-CB,1995,3,base_macro_recall,-0.6575851435616897
S-J-CB minus S-M-CB,1995,3,post_base_macro_recall,0.10230740104395863
S-J-CB minus S-M-CB,1995,3,old_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1995,3,current_tail_macro_recall,
S-J-CB minus S-M-CB,1995,3,tail_base_macro_recall,0.0
S-J-CB minus S-M-CB,1995,3,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1995,4,balanced_accuracy,-0.15689348321051
S-J-CB minus S-M-CB,1995,4,tail_rank8_macro_recall,0.0
S-J-CB minus S-M-CB,1995,4,head_rank8_macro_recall,0.0050844985745470694
S-J-CB minus S-M-CB,1995,4,middle_rank7_macro_recall,-0.47576494820606285
S-J-CB minus S-M-CB,1995,4,old_macro_recall,-0.14151066007157453
S-J-CB minus S-M-CB,1995,4,current_macro_recall,-0.30303030303030454
S-J-CB minus S-M-CB,1995,4,HM_old_current_macro,-0.23404134407102362
S-J-CB minus S-M-CB,1995,4,base_macro_recall,-0.5265846081494061
S-J-CB minus S-M-CB,1995,4,post_base_macro_recall,0.44385459481522105
S-J-CB minus S-M-CB,1995,4,old_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1995,4,current_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1995,4,tail_base_macro_recall,0.0
S-J-CB minus S-M-CB,1995,4,tail_post_base_macro_recall,0.0
S-J-CB minus S-M-CB,1995,5,balanced_accuracy,-0.930576657615795
S-J-CB minus S-M-CB,1995,5,tail_rank8_macro_recall,0.0
S-J-CB minus S-M-CB,1995,5,head_rank8_macro_recall,-0.5915590182111004
S-J-CB minus S-M-CB,1995,5,middle_rank7_macro_recall,-2.381541568496374
S-J-CB minus S-M-CB,1995,5,old_macro_recall,-0.9874569742141333
S-J-CB minus S-M-CB,1995,5,current_macro_recall,-0.3333333333333286
S-J-CB minus S-M-CB,1995,5,HM_old_current_macro,-0.8028227129446748
S-J-CB minus S-M-CB,1995,5,base_macro_recall,-0.9712418220674266
S-J-CB minus S-M-CB,1995,5,post_base_macro_recall,-0.8777119438286789
S-J-CB minus S-M-CB,1995,5,old_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1995,5,current_tail_macro_recall,0.0
S-J-CB minus S-M-CB,1995,5,tail_base_macro_recall,0.0
S-J-CB minus S-M-CB,1995,5,tail_post_base_macro_recall,0.0
